Applicant_Client_ID,Emphasis Area,Emphasis Area 2,Emphasis Area 3,UU_APPL_CITIZEN,CTZNSHP,AGE,SEX,LOW_INCOME,UU_FIRSTGEN,UU_APPL_NTV_LANG,HAS_LANGUAGE_TEST,TEST_READ,TEST_SPEAK,TEST_WRITE,TEST_LISTEN,MAJOR,GPA,NUM_PREV_INSTS,HAS_GRE_GEN,GRE_VERB,GRE_QUANT,GRE_AW,HAS_GRE_SUBJECT,GRE_SUB,NUM_RECOMMENDS,R_AVG_ORAL,R_AVG_WRITTEN,R_AVG_ACADEMIC,R_AVG_KNOWLEDGE,R_AVG_EMOT,R_AVG_MOT,R_AVG_RES,R_AVG_RATING,RATING,DECISION
3999955,Commutative Algebra,Representation Theory,Applied Mathematics,No,CHINA,21.5,Male,Not Sure,N,Simplified Chinese,Yes,24,25,23,28,Biomath,3.03,1,Yes,152,169,3.5,Yes,770,3,6.7,5,10,10,1.7,13.3,6.7,15,4.17,Reject
3999958,Mathematical Biology,Differential Equations,Applied Mathematics,No,CHINA,21,Male,No,Y,Other,Yes,26,22,24,29,Mathematics,3.56,1,Yes,157,169,3,Yes,810,3,10,20,16.7,16.7,20,20,10,20,4.25,Reject
4000055,Geometry/Topology,Representation Theory,0,Yes,UNITED STATES,21.7,Female,Not Sure,N,English,No,,,,,Mathematics,3.87,4,Yes,165,164,4,Yes,590,3,20,20,20,20,20,20,20,20,3.5,Reject
4000116,Geometry/Topology,Commutative Algebra,Algebraic Geometry,No,INDIA,22.6,Male,Unspecified,N,Other,Yes,30,25,27,27,Mathematics,0,2,Yes,163,168,4,Yes,810,3,16.7,13.3,10,16.7,13.3,13.3,16.7,20,4,Reject
4000156,Algebraic Geometry,Geometry/Topology,Commutative Algebra,No,UNITED STATES,24.2,Male,Not Sure,N,Other,No,,,,,Mathematics,3.6,3,Yes,144,162,3.5,Yes,600,4,17.5,17.5,12.5,20,17.5,20,12.5,25,2.5,Reject
4000180,Representation Theory,Geometry/Topology,Commutative Algebra,Yes,UNITED STATES,20.5,Male,No,N,English,No,,,,,Mathematics,3.89,1,Yes,,,,No,,3,6.7,6.7,13.3,20,13.3,16.7,6.7,23.3,3.17,Reject
4000193,Applied Mathematics,Probability,Statistics,No,CHINA,23.4,Male,No,N,Traditional Chinese,No,,,,,Engineering,0,2,Yes,153,166,2.5,No,,3,8.3,11.7,13.3,10,6.7,10,11.7,20,3.25,Reject
4000267,Applied Mathematics,Differential Equations,Materials and Fluids,Yes,UNITED STATES,23.3,Male,Yes,N,English,No,,,,,Mathematics,3.49,1,Yes,159,165,4.5,Yes,570,4,12.5,10,17.5,17.5,12.5,20,10,18.8,2.75,Reject
4000290,Mathematical Biology,Applied Mathematics,Geometry/Topology,Yes,UNITED STATES,21.5,Female,No,N,English,No,,,,,Mathematics,3.63,1,Yes,,,,No,,3,13.3,13.3,10,13.3,20,20,10,18.3,3.75,Reject
4000312,Commutative Algebra,Algebraic Geometry,Geometry/Topology,Yes,UNITED STATES,21.2,Female,No,Y,English,No,,,,,Mathematics,4.08,1,Yes,160,165,4.5,Yes,640,4,12.5,17.5,20,17.5,20,20,15,22.5,3.83,Reject
4000313,Algebraic Geometry,Commutative Algebra,Representation Theory,Yes,UNITED STATES,21.6,Male,Yes,N,English,No,,,,,Business,3.95,1,Yes,163,170,5,Yes,810,3,10,16.7,20,20,20,20,20,23.3,3,Reject
4000408,Numerical Analysis,Applied Mathematics,Mathematical Biology,Yes,UNITED STATES,25.9,Male,No,N,English,No,,,,,Applied Mathematics,3.02,2,Yes,,,,Yes,600,4,10,12.5,17.5,17.5,15,15,20,25,2.5,Reject
4000421,Mathematical Biology,Applied Mathematics,0,Yes,UNITED STATES,25.4,Male,No,N,English,No,,,,,Mathematics,3.76,1,Yes,,,,No,,4,20,17.5,17.5,17.5,20,20,17.5,22.5,3.75,Reject
4000525,Algebraic Geometry,Commutative Algebra,Representation Theory,No,0,22.8,Male,Unspecified,Y,Simplified Chinese,Yes,25,13,25,22,Computer Science,0,1,Yes,148,170,3,Yes,810,3,10,10,16.7,20,13.3,20,16.7,20,3.67,Reject
4000610,Mathematical Biology,Applied Mathematics,Differential Equations,Yes,UNITED STATES,23.5,Female,No,N,English,No,,,,,Mathematics,3.8,2,Yes,159,162,4,No,,4,15,16.3,20,17.5,11.3,15,17.5,27.5,4.85,Reject
4000672,Mathematical Biology,Applied Mathematics,Differential Equations,Yes,UNITED STATES,23.9,Female,Unspecified,Unspecified,English,No,,,,,Pure Mathematics,3.65,2,Yes,160,161,5,Yes,580,3,13.3,6.7,13.3,13.3,13.3,13.3,13.3,15,2.88,Reject
4000680,Differential Equations,Applied Mathematics,Numerical Analysis,No,INDIA,27.5,Female,Not Sure,Y,English,Yes,27,27,24,26,Business,0,3,Yes,150,159,4,No,,3,20,16.7,8.3,10,16.7,13.3,10,16.7,3.63,Reject
4000796,Applied Mathematics,Mathematical Biology,Statistics,Yes,UNITED STATES,23.8,Male,No,N,English,No,,,,,Business,3.84,1,Yes,165,169,5.5,No,,3,16.7,16.7,20,20,20,20,20,26.7,3.13,Reject
4000913,Geometry/Topology,Commutative Algebra,Algebraic Geometry,No,SRI LANKA,28.4,Female,Yes,N,Other,No,,,,,Mathematics,3.06,1,Yes,132,161,2.5,Yes,600,3,13.3,13.3,10,10,20,16.7,6.7,16.7,4.17,Reject
4000966,Geometry/Topology,0,0,No,CHINA,20.6,Male,No,N,Other,Yes,29,23,24,24,Mathematics,0,2,Yes,154,170,3.5,Yes,880,3,10,13.3,20,16.7,13.3,16.7,16.7,18.3,3,Reject
4001004,Mathematical Biology,Differential Equations,Applied Mathematics,Yes,UNITED STATES,24.7,Male,No,N,English,No,,,,,Mathematics,3.39,3,Yes,161,156,4.5,Yes,630,3,20,13.3,13.3,16.7,20,20,10,20,4.08,Reject
4001029,Commutative Algebra,Geometry/Topology,Algebraic Geometry,Yes,UNITED STATES,22,Female,Yes,Y,Other,No,,,,,Mathematics,3.74,3,Yes,145,154,3,Yes,490,4,20,17.5,17.5,17.5,12.5,17.5,12.5,22.5,3.73,Reject
4001162,Geometry/Topology,Commutative Algebra,Algebraic Geometry,Yes,UNITED STATES,27.7,Male,No,N,English,No,,,,,Mathematics,3.7,2,Yes,163,169,6,Yes,730,4,13.8,12.5,16.3,13.8,15,15,10,20,4.03,Reject
4001204,Algebraic Geometry,Commutative Algebra,Geometry/Topology,No,CANADA,25.9,Unspecified,No,Y,English,No,,,,,Mathematics,3.38,2,Yes,,,,Yes,730,3,10,10,13.3,13.3,10,13.3,10,15,3.93,Reject
4001247,Applied Mathematics,Mathematical Biology,0,Yes,UNITED STATES,21.8,Male,No,N,English,No,,,,,Mathematics,3.98,1,Yes,165,168,6,No,,4,12.5,12.5,20,17.5,15,17.5,10,27.5,4.5,Reject
4001352,Numerical Analysis,Materials and Fluids,Applied Mathematics,No,KOREA REPUBLIC OF,30,Female,Unspecified,Unspecified,Korean,Yes,30,23,24,29,Mathematics,0,2,No,,,,No,,3,11.7,11.7,16.7,13.3,6.7,13.3,3.3,18.3,3.83,Reject
4001767,Number Theory,Representation Theory,0,Yes,UNITED STATES,21.4,Male,No,N,English,No,,,,,Mathematics,3.62,1,Yes,160,165,4,Yes,520,3,10,1.7,15,11.7,3.3,8.3,3.3,15,4.33,Reject
4002250,Applied Mathematics,Numerical Analysis,Differential Equations,Yes,UNITED STATES,23.5,Male,No,N,English,No,,,,,Computer Science,3.49,1,Yes,161,161,4.5,Yes,550,4,20,20,17.5,20,20,20,15,23.8,3.83,Reject
4002332,Geometry/Topology,Algebraic Geometry,Representation Theory,Yes,UNITED STATES,27.9,Male,Unspecified,Unspecified,English,No,,,,,Computer Science,3.58,4,Yes,157,164,3,No,,3,20,13.3,16.7,13.3,10,20,10,20,2,Reject
4003689,Applied Mathematics,Differential Equations,Statistics,No,INDIA,32.2,Female,Yes,N,Other,No,,,,,Mathematics,3.3,1,Yes,150,160,3.5,Yes,7,3,16.7,16.7,13.3,16.7,16.7,13.3,16.7,18.3,3.63,Reject
4003724,Applied Mathematics,Differential Equations,Numerical Analysis,No,SAUDI ARABIA,35.5,Female,No,N,Arabic,No,,,,,Language,3.44,2,No,,,,No,,3,16.7,13.3,20,20,13.3,16.7,16.7,23.3,2.5,Reject
4003758,Algebraic Geometry,Geometry/Topology,Representation Theory,No,CHINA,25.6,Male,Yes,Y,Traditional Chinese,Yes,25,19,19,23,Applied Mathematics,3.3,2,Yes,158,169,2.5,No,,3,16.7,20,20,20,20,16.7,20,26.7,3.25,Reject
4004364,Algebraic Geometry,Geometry/Topology,Number Theory,No,CHINA,20.9,Male,Not Sure,N,Simplified Chinese,Yes,29,23,27,30,Mathematics,3.55,1,Yes,159,168,4,Yes,890,3,6.7,11.7,20,20,13.3,16.7,16.7,23.3,2,Reject
4005820,Mathematical Biology,Probability,Applied Mathematics,Yes,UNITED STATES,22.4,Male,No,N,English,No,,,,,Mathematics,3.88,2,No,,,,No,,4,17.5,15,20,20,17.5,17.5,15,25,3,Reject
4006513,Numerical Analysis,Applied Mathematics,Differential Equations,No,CHINA,25,Female,No,N,Traditional Chinese,No,,,,,Computer Science,3.6,3,Yes,148,165,2.5,Yes,650,3,11.7,11.7,16.7,16.7,16.7,16.7,10,20,2.75,Reject
